,fit_time,score_time,estimator,test_f1,train_f1,test_accuracy,train_accuracy,test_roc_auc,train_roc_auc,test_precision,train_precision,test_recall,train_recall
0,32.789305686950684,0.5596051216125488,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.49731025921249483,0.6032248210857044,0.52623,0.5521798310222393,0.5421409492908591,0.5843564320844684,0.5394176545056969,0.5482954391797483,0.46130073619148854,0.6703854335438504
1,35.6773042678833,0.5678935050964355,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.5537737789662914,0.5935183085560867,0.50107,0.5488678964174549,0.5015987750582765,0.5783347030893828,0.500363648117919,0.5467379443225475,0.6199487364331772,0.6490530254186347
2,39.5019645690918,0.55619215965271,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.5427246845183133,0.5915700319403057,0.52458,0.5463401294344469,0.533523979476663,0.5750843234421705,0.5261361729108778,0.5446213605186394,0.5603932863243619,0.6473766447220215
3,46.79153394699097,0.5680608749389648,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.4164530579977482,0.588939865415894,0.51282,0.5463744750170106,0.5218870145474581,0.5738632963129477,0.5335297547801,0.544567190964533,0.34151228807732353,0.6411852140888431
4,48.27712082862854,0.5629394054412842,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.5136014762392399,0.5763109285151031,0.52027,0.5451107647297143,0.5300941749741053,0.5710317901328357,0.5234463802260938,0.5455538270450241,0.5041200589148521,0.6107432642819203
5,50.53789520263672,0.5645236968994141,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.539645845855102,0.5847899822494418,0.50215,0.5443844142124286,0.5042389407669831,0.5693978433265318,0.49922157020410257,0.5432768784504538,0.5871936249849077,0.6331722060371041
6,54.15513229370117,0.5748324394226074,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.5255505707640356,0.5829554999386968,0.51247,0.5421777025416307,0.5205029793676729,0.5670377556455524,0.5048612669209483,0.5411116974414607,0.5480080368558845,0.6318131874670274
7,56.67183327674866,0.5525946617126465,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.2709407119389939,0.5810296179710975,0.51624,0.5405680531602162,0.5287107187516752,0.5638830712683651,0.55915650659368,0.5392867122020044,0.17878595011734755,0.6297768122451157
8,61.19913387298584,0.5509498119354248,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.20328113106709636,0.5749511590992342,0.50805,0.5395199637173639,0.5203832958604188,0.5625848595318703,0.5346737093201568,0.5385559590381229,0.1254974104661161,0.6166220027219284
9,63.80651545524597,0.549368143081665,"Pipeline(steps=[('scaler', StandardScaler()), ('reduce_dim', 'passthrough'),
                ('clf',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=0.8, eta=0.05,
                               eval_metric='logloss', gamma=2, gpu_id=-1,
                               importance_type='gain',
                               interaction_constraints='',
                               learning_rate=0.0500000007, max_delta_step=0,
                               max_depth=5, min_child_weight=10, missing=nan,
                               monotone_constraints='()', n_estimators=85,
                               n_jobs=4, nthread=-1, num_parallel_tree=1,
                               random_state=0, reg_alpha=1, reg_lambda=0.1,
                               scale_pos_weight=1, subsample=0.6,
                               tree_method='hist', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])",0.6162149234693879,0.57271231744638,0.51858,0.5387119905964853,0.5329158621285548,0.5610321521809589,0.5110003437607425,0.5379870958476344,0.7759908444765691,0.6122296406398735
